pitch_type,pitcher_name,events,description,home_team,away_team,inning,stand,p_throws,home_score,away_score,batter_name
SL,"Rainey, Tanner",strikeout,swinging_strike,PIT,BAL,9,R,R,3,6,MLBAM_691723
FF,"Dreyer, Jack",strikeout,called_strike,LAD,AZ,6,R,L,5,2,MLBAM_694410
FS,"McGough, Scott",strikeout,foul_tip,LAD,AZ,4,L,R,3,1,MLBAM_669242
FF,"Angelo, Roman",single,hit_into_play,LAD,AZ,7,L,R,5,2,MLBAM_808975
SI,"Hill, Tim",single,hit_into_play,NYY,DET,7,L,L,7,2,MLBAM_700242
FF,"Solesky, Chase",strikeout,swinging_strike,MIA,WSH,9,L,R,9,9,MLBAM_801881
CH,"Foley, Jason",field_out,hit_into_play,NYY,DET,7,L,R,9,2,MLBAM_694742
SI,"Webb, Logan",field_out,hit_into_play,COL,SF,1,R,R,0,1,MLBAM_592178
FF,"Guzman, Carlos",truncated_pa,swinging_strike,NYM,STL,5,L,R,4,0,MLBAM_672279
FF,"Gose, Anthony",strikeout,swinging_strike,NYM,STL,6,R,L,6,0,MLBAM_691026
FF,"Francisco, Carlos A.",single,hit_into_play,MIN,PHI,9,R,R,0,4,MLBAM_676812
,"Pomeranz, Drew",walk,ball,MIL,SEA,7,L,L,7,5,MLBAM_687152
CH,"López, Pablo",grounded_into_double_play,hit_into_play,MIN,PHI,1,L,R,0,0,MLBAM_669016
FF,"Rangel, Alan",field_out,hit_into_play,MIN,PHI,3,L,R,0,4,MLBAM_670242
SI,"Bird, Jake",walk,ball,COL,SF,3,R,R,1,4,MLBAM_681584
FF,"Devenski, Chris",single,hit_into_play,NYM,STL,7,L,R,6,0,MLBAM_669357
SL,"Canning, Griffin",strikeout,swinging_strike,NYM,STL,1,R,R,0,0,MLBAM_691026
,"Senzatela, Antonio",field_out,hit_into_play,LAA,COL,1,R,R,0,0,MLBAM_518595
,"Walkinshaw, Jake",single,hit_into_play,ATH,CWS,7,L,R,3,6,MLBAM_553882
FF,"Gilbreath, Lucas",single,hit_into_play,COL,SF,8,R,L,2,6,MLBAM_813841
,"Seabold, Connor",field_out,hit_into_play,ATL,TB,6,L,R,2,4,MLBAM_671739
,"Lee, Dylan",strikeout,swinging_strike,ATL,TB,5,L,L,2,4,MLBAM_666139
,"López, Jorge",single,hit_into_play,WSH,MIA,5,R,R,3,5,MLBAM_546991
,"Quantrill, Cal",double,hit_into_play,WSH,MIA,1,R,R,1,1,MLBAM_665953
SI,"Chafin, Andrew",walk,ball,NYY,DET,5,L,L,5,2,MLBAM_641355
CU,"Lorenzen, Michael",double,hit_into_play,KC,CLE,4,L,R,0,2,MLBAM_682657
SI,"Allard, Kolby",field_out,hit_into_play,KC,CLE,6,L,L,0,3,MLBAM_686469
FF,"Leftwich, Jack",strikeout,foul_tip,CLE,CHC,7,R,R,4,4,MLBAM_691262
SL,"Bachar, Lake",field_out,hit_into_play,MIA,WSH,9,L,R,8,9,MLBAM_671117
,"Soriano, George",strikeout,swinging_strike,WSH,MIA,6,R,R,4,9,MLBAM_665953
,"Hernández, Daysbel",single,hit_into_play,ATL,TB,6,R,R,2,4,MLBAM_700246
CH,"Contreras, Luis",strikeout,swinging_strike,TOR,HOU,5,L,R,1,3,MLBAM_694388
ST,"Gordon, Colton",field_out,hit_into_play,TOR,HOU,1,R,L,0,0,MLBAM_665489
FF,"Vesia, Alex",strikeout,swinging_strike,LAD,AZ,7,L,L,5,2,MLBAM_691292
FS,"Maeda, Kenta",strikeout,swinging_strike,NYY,DET,1,L,R,1,0,MLBAM_641355
FF,"Weiman, Blake",single,hit_into_play,TOR,HOU,7,R,L,5,3,MLBAM_683021
SL,"Sandlin, Nick",walk,ball,TOR,HOU,6,L,R,1,3,MLBAM_605170
FF,"Wells, Levi",field_out,hit_into_play,PIT,BAL,5,L,R,2,6,MLBAM_669261
SI,"Brazobán, Huascar",double,hit_into_play,NYM,STL,8,R,R,8,0,MLBAM_676480
FC,"Rodriguez, Bradgley",single,hit_into_play,SD,CIN,8,R,R,3,7,MLBAM_806230
,"Palmquist, Carson",strikeout,swinging_strike,LAA,COL,7,R,L,4,3,MLBAM_683090
CH,"Richardson, Lyon",strikeout,swinging_strike,SD,CIN,8,L,R,3,9,MLBAM_657757
,"Burke, Brock",field_out,hit_into_play,LAA,COL,5,L,L,1,3,MLBAM_605361
SI,"Jameson, Drey",field_out,hit_into_play,LAD,AZ,2,L,R,2,0,MLBAM_660271
SL,"Keller, Mitch",double,hit_into_play,PIT,BAL,1,R,R,0,0,MLBAM_676059
SI,"Bautista, Félix",triple,hit_into_play,PIT,BAL,3,R,R,0,3,MLBAM_669707
FF,"Mattson, Isaac",field_out,hit_into_play,PIT,BAL,5,R,R,2,3,MLBAM_596142
FF,"Stoudt, Levi",strikeout,swinging_strike,PIT,BAL,4,L,R,2,3,MLBAM_621466
FF,"Balazovic, Jordan",field_out,hit_into_play,NYY,DET,8,L,R,10,2,MLBAM_801276
FF,"Parker, Mitchell",field_out,hit_into_play,MIA,WSH,1,L,L,0,0,MLBAM_660821
,"Herget, Jimmy",sac_bunt,hit_into_play,LAA,COL,5,R,R,1,3,MLBAM_621028
FF,"Foley, Jason",home_run,hit_into_play,NYY,DET,7,L,R,7,2,MLBAM_815089
,"Silseth, Chase",strikeout,swinging_strike,LAA,COL,1,R,R,0,0,MLBAM_656248
CU,"Vespi, Nick",field_out,hit_into_play,MIN,PHI,6,R,L,0,4,MLBAM_668904
,"Emanuels, Stevie",field_out,hit_into_play,ATH,CWS,8,R,R,3,8,MLBAM_691442
FF,"Finnegan, Kyle",field_error,hit_into_play,MIA,WSH,5,R,R,2,7,MLBAM_691594
FF,"Gordon, Tanner",field_out,hit_into_play,COL,SF,5,L,R,2,6,MLBAM_642727
,"Peluse, Colin",field_out,hit_into_play,ATH,CWS,5,L,R,1,6,MLBAM_676113
,"Ellard, Fraser",field_out,hit_into_play,ATH,CWS,8,L,L,3,8,MLBAM_680996
,"Dallas, Micah",strikeout,called_strike,ATH,CWS,9,R,R,3,8,MLBAM_687554
,"Santos, Gregory",field_out,hit_into_play,MIL,SEA,4,R,R,7,3,MLBAM_694192
,"Holub, Blake",double,hit_into_play,MIL,SEA,9,R,R,7,5,MLBAM_814791
SL,"Borucki, Ryan",strikeout,called_strike,PIT,BAL,8,R,L,3,6,MLBAM_683233
,"Englert, Mason",strikeout,swinging_strike,ATL,TB,9,L,R,3,4,MLBAM_506702
FC,"Brazobán, Huascar",strikeout,swinging_strike,NYM,STL,8,R,R,8,0,MLBAM_680737
SL,"Gilbreath, Lucas",field_out,hit_into_play,COL,SF,8,R,L,2,6,MLBAM_683766
,"Quantrill, Cal",single,hit_into_play,WSH,MIA,1,L,R,0,1,MLBAM_695578
,"Boyle, Joe",strikeout,swinging_strike,ATL,TB,1,R,R,0,0,MLBAM_663586
FF,"Sewald, Paul",single,hit_into_play,CLE,CHC,6,L,R,4,2,MLBAM_669398
FF,"McKenzie, Triston",single,hit_into_play,CLE,CHC,1,R,R,0,0,MLBAM_807713
,"Weigel, Patrick",strikeout,swinging_strike,WSH,MIA,7,R,R,4,9,MLBAM_810891
CU,"Hickman, Mason",strikeout,swinging_strike,CLE,CHC,8,R,R,4,6,MLBAM_680846
,"Helvey, Clay",field_out,hit_into_play,WSH,MIA,6,R,R,4,7,MLBAM_676572
FS,"Gausman, Kevin",strikeout,swinging_strike,TOR,HOU,1,R,R,0,0,MLBAM_701358
SL,"Bloss, Jake",strikeout,swinging_strike,TOR,HOU,7,R,R,5,3,MLBAM_694376
SL,"Hernandez, Nick",double,hit_into_play,TOR,HOU,6,R,R,1,3,MLBAM_672386
FF,"Lovelady, Richard",truncated_pa,swinging_strike,TOR,HOU,3,R,L,0,3,MLBAM_694728
FF,"Vasquez, Samuel",walk,ball,MIA,WSH,6,L,R,8,8,MLBAM_660821
,"Bigge, Hunter",field_out,hit_into_play,ATL,TB,4,R,R,2,4,MLBAM_642201
FC,"Ogando, Gerald",strikeout,swinging_strike,PIT,BAL,9,R,R,3,6,MLBAM_669256
FC,"Whorff, Jarret",field_out,hit_into_play,MIN,PHI,9,L,R,0,4,MLBAM_665561
FF,"Carey, Jack",single,hit_into_play,PIT,BAL,2,R,R,0,2,MLBAM_676059
,"Peralta, Luis",walk,ball,LAA,COL,7,R,L,11,3,MLBAM_642020
,"Cronin, Declan",strikeout,called_strike,WSH,MIA,4,L,R,3,5,MLBAM_671277
FC,"Liberatore, Matthew",field_out,hit_into_play,NYM,STL,6,R,L,6,0,MLBAM_642350
,"Myers, Tobias",field_out,hit_into_play,MIL,SEA,1,R,R,0,0,MLBAM_668227
,"Rolison, Ryan",walk,ball,LAA,COL,8,R,L,12,3,MLBAM_695681
,"Burke, Brock",strikeout,called_strike,LAA,COL,5,R,L,1,3,MLBAM_691182
,"Bummer, Aaron",strikeout,called_strike,ATL,TB,7,L,L,3,4,MLBAM_676044
CU,"Chirino, Harold",strikeout,called_strike,SD,CIN,9,R,R,3,9,MLBAM_677943
CH,"Nuñez, Juan",walk,ball,SD,CIN,7,L,R,2,5,MLBAM_666181
,"Bowman, Kaleb",field_out,hit_into_play,MIL,SEA,3,L,R,2,3,MLBAM_686527
FF,"Dion, Will",single,hit_into_play,KC,CLE,8,L,L,1,5,MLBAM_801442
FF,"Yamamoto, Yoshinobu",field_out,hit_into_play,LAD,AZ,1,L,R,0,0,MLBAM_677950
CU,"Wells, Levi",strikeout,called_strike,PIT,BAL,5,R,R,2,6,MLBAM_669707
ST,"Gómez, Yoendrys",field_out,hit_into_play,NYY,DET,5,R,R,5,2,MLBAM_693307
FS,"Bachar, Lake",field_out,hit_into_play,MIA,WSH,8,L,R,8,9,MLBAM_686452
,"Emanuels, Stevie",strikeout,swinging_strike,ATH,CWS,8,R,R,3,8,MLBAM_671284
FC,"Guzman, Carlos",strikeout,swinging_strike,NYM,STL,4,R,R,4,0,MLBAM_663609
SI,"Wynne, Randy",field_out,hit_into_play,SD,CIN,9,R,R,3,9,MLBAM_578428
,"Klein, Will",field_out,hit_into_play,MIL,SEA,6,L,R,7,3,MLBAM_668930
FC,"Webb, Logan",field_out,hit_into_play,COL,SF,1,L,R,0,1,MLBAM_641857
FF,"Márquez, Germán",double,hit_into_play,COL,SF,1,L,R,0,0,MLBAM_571875
ST,"Gray, Sonny",strikeout,called_strike,NYM,STL,1,L,R,0,0,MLBAM_665742
FF,"Gordon, Tanner",field_out,hit_into_play,COL,SF,5,R,R,2,6,MLBAM_681584
FF,"Birdsong, Hayden",field_out,hit_into_play,COL,SF,7,R,R,2,6,MLBAM_607732
FF,"Fernandez, Ryan",home_run,hit_into_play,NYM,STL,5,R,R,4,0,MLBAM_668901
,"Herget, Jimmy",single,hit_into_play,LAA,COL,5,R,R,1,3,MLBAM_641313
SI,"Zuñiga, Guillo",field_out,hit_into_play,MIN,PHI,8,L,R,0,4,MLBAM_645801
,"Vargas, Carlos",field_out,hit_into_play,MIL,SEA,5,L,R,7,3,MLBAM_672012
,"Hill, Jaden",strikeout,swinging_strike,LAA,COL,6,R,R,3,3,MLBAM_666176
SL,"Vespi, Nick",single,hit_into_play,MIN,PHI,6,L,L,0,4,MLBAM_663616
,"Pérez, Martín",field_out,hit_into_play,ATH,CWS,1,R,L,0,2,MLBAM_640902
SL,"Lively, Ben",field_out,hit_into_play,KC,CLE,1,R,R,0,0,MLBAM_663697
FF,"Noriega, Cruz",field_out,hit_into_play,KC,CLE,9,L,R,2,5,MLBAM_825761
,"Helvey, Clay",strikeout,swinging_strike,WSH,MIA,6,R,R,4,7,MLBAM_656537
CH,"Hoffmann, Andrew",strikeout,swinging_strike,KC,CLE,8,L,R,0,4,MLBAM_802407
SL,"Castillo, Diego",strikeout,swinging_strike_blocked,COL,SF,9,R,R,2,8,MLBAM_692348
SL,"Morehouse, Zane",single,hit_into_play,CLE,CHC,9,R,R,4,7,MLBAM_691262
FF,"Parker, Mitchell",field_out,hit_into_play,MIA,WSH,1,R,L,0,0,MLBAM_663743
,"Henriquez, Ronny",field_out,hit_into_play,WSH,MIA,5,R,R,3,7,MLBAM_660766
,"Bigge, Hunter",double,hit_into_play,ATL,TB,4,L,R,2,4,MLBAM_686948
,"Monteverde, Patrick",single,hit_into_play,WSH,MIA,7,R,L,4,9,MLBAM_660766
CH,"Kempner, William",strikeout,swinging_strike,MIA,WSH,3,L,R,1,3,MLBAM_605137
SI,"Tamarez, Misael",strikeout,swinging_strike,TOR,HOU,8,R,R,6,3,MLBAM_805796
,"Ogasawara, Shinnosuke",field_out,hit_into_play,WSH,MIA,1,L,L,0,0,MLBAM_689414
FF,"Santillan, Tony",field_out,hit_into_play,SD,CIN,5,L,R,1,3,MLBAM_518792
,"Ingram, Kolton",field_out,hit_into_play,ATL,TB,9,L,L,3,4,MLBAM_802415
SI,"De León, Luis",field_out,hit_into_play,PIT,BAL,7,R,L,2,6,MLBAM_669256
CH,"Torres Jr., Lenny",double,hit_into_play,SD,CIN,7,L,R,2,7,MLBAM_630105
CH,"Rodriguez, Bradgley",single,hit_into_play,SD,CIN,8,R,R,3,7,MLBAM_688682
SL,"Burns, Tanner",field_out,hit_into_play,KC,CLE,5,R,R,0,3,MLBAM_676369
SI,"García, Luis",field_out,hit_into_play,LAD,AZ,8,L,R,6,2,MLBAM_681134
FS,"Maeda, Kenta",strikeout,swinging_strike,NYY,DET,1,R,R,1,0,MLBAM_592450
SL,"Hill, Tim",field_out,hit_into_play,NYY,DET,7,L,L,7,2,MLBAM_690993
FF,"Warren, Will",field_out,hit_into_play,NYY,DET,1,R,R,0,0,MLBAM_650402
FF,"Reyzelman, Eric",strikeout,called_strike,NYY,DET,9,R,R,10,2,MLBAM_663330
FF,"Bellozo, Valente",single,hit_into_play,MIA,WSH,4,R,R,1,3,MLBAM_657557
SL,"Solesky, Chase",home_run,hit_into_play,MIA,WSH,9,R,R,8,9,MLBAM_688617
,"Shawver, Evan",walk,ball,LAA,COL,7,R,L,4,3,MLBAM_702574
,"White, Owen",field_out,hit_into_play,ATH,CWS,7,L,R,3,8,MLBAM_690985
,"Vargas, Carlos",strikeout,swinging_strike,MIL,SEA,5,R,R,7,3,MLBAM_656555
,"Yoho, Craig",strikeout,swinging_strike,MIL,SEA,5,L,R,7,3,MLBAM_823703
FF,"López, Pablo",single,hit_into_play,MIN,PHI,1,R,R,0,0,MLBAM_679032
SL,"Stanek, Ryne",field_out,hit_into_play,NYM,STL,5,R,R,4,0,MLBAM_686780
,"Wilson, Bryse",grounded_into_double_play,hit_into_play,ATH,CWS,4,L,R,1,4,MLBAM_664913
,"Ginn, J.T.",double,hit_into_play,ATH,CWS,4,L,R,1,2,MLBAM_703151
FC,"Sims, Lucas",hit_by_pitch,hit_by_pitch,MIA,WSH,7,L,R,8,8,MLBAM_665052
SL,"Jensen, Ryan",strikeout,swinging_strike,MIN,PHI,8,R,R,0,4,MLBAM_663714
CH,"Adam, Jason",field_out,hit_into_play,SD,CIN,6,R,R,2,3,MLBAM_687952
KC,"Hjelle, Sean",strikeout,called_strike,COL,SF,5,L,R,2,6,MLBAM_641857
,"Lee, Dylan",field_out,hit_into_play,ATL,TB,5,R,L,2,4,MLBAM_650391
,"López, Jorge",single,hit_into_play,WSH,MIA,5,L,R,3,5,MLBAM_688363
CH,"Lorenzen, Michael",strikeout,swinging_strike,KC,CLE,4,R,R,0,2,MLBAM_671286
,"Bowman, Kaleb",hit_by_pitch,hit_by_pitch,MIL,SEA,3,R,R,2,3,MLBAM_641598
CH,"Bubic, Kris",field_out,hit_into_play,KC,CLE,1,R,L,0,0,MLBAM_671289
CH,"Allard, Kolby",force_out,hit_into_play,KC,CLE,6,R,L,0,3,MLBAM_677951
,"Myers, Tobias",double,hit_into_play,MIL,SEA,1,L,R,0,0,MLBAM_670042
CU,"Dion, Will",single,hit_into_play,KC,CLE,8,L,L,0,5,MLBAM_605612
SI,"Faherty, Jake",walk,ball,MIA,WSH,6,L,R,6,8,MLBAM_663993
,"Hernández, Daysbel",strikeout,foul_tip,ATL,TB,6,R,R,2,4,MLBAM_643376
CH,"Wicks, Jordan",field_out,hit_into_play,CLE,CHC,6,R,L,4,4,MLBAM_467793
,"Adon, Joan",field_out,hit_into_play,WSH,MIA,8,R,R,5,10,MLBAM_698929
FF,"Green, Chad",field_out,hit_into_play,TOR,HOU,5,L,R,1,3,MLBAM_663967
SI,"Lovelady, Richard",sac_fly,hit_into_play,TOR,HOU,3,L,L,0,2,MLBAM_572138
FF,"Weiman, Blake",single,hit_into_play,TOR,HOU,7,R,L,5,3,MLBAM_543807
SL,"Kahnle, Tommy",field_out,hit_into_play,NYY,DET,6,L,R,7,2,MLBAM_623205
SL,"Gilbreath, Lucas",single,hit_into_play,COL,SF,8,R,L,2,6,MLBAM_692368
FC,"Benjamin, Wes",field_out,hit_into_play,SD,CIN,4,R,L,0,3,MLBAM_687952
SI,"Bautista, Félix",strikeout,swinging_strike,PIT,BAL,3,L,R,0,3,MLBAM_665839
FF,"Castro, Manuel",strikeout,swinging_strike,SD,CIN,7,R,R,2,7,MLBAM_677943
FS,"García, Luis",strikeout,swinging_strike,LAD,AZ,8,L,R,6,2,MLBAM_815154
FC,"Curtiss, John",single,hit_into_play,LAD,AZ,1,L,R,0,0,MLBAM_669242
,"Walkinshaw, Jake",walk,ball,ATH,CWS,7,R,R,3,6,MLBAM_678246
FC,"Bowman, Matt",strikeout,foul_tip,PIT,BAL,1,L,R,0,0,MLBAM_669261
SI,"Sosa, Listher",single,hit_into_play,LAD,AZ,5,R,R,3,1,MLBAM_606192
SI,"Gutierrez, Gerardo",strikeout,foul_tip,LAD,AZ,1,L,R,2,0,MLBAM_681546
FF,"Jarvis, Bryce",strikeout,foul_tip,LAD,AZ,3,R,R,3,0,MLBAM_669257
FF,"Rashi, Taylor",field_out,hit_into_play,LAD,AZ,8,R,R,6,2,MLBAM_683169
FF,"Ashcraft, Braxton",single,hit_into_play,PIT,BAL,6,L,R,2,6,MLBAM_702616
SI,"De León, Luis",walk,ball,PIT,BAL,7,R,L,2,6,MLBAM_641511
CU,"Angelo, Roman",field_out,hit_into_play,LAD,AZ,6,R,R,5,2,MLBAM_623520
SL,"Poulin, PJ",sac_fly,hit_into_play,NYY,DET,5,R,L,6,2,MLBAM_677592
SI,"Alcantara, Sandy",double,hit_into_play,MIA,WSH,1,R,R,0,0,MLBAM_669743
SI,"Reifert, Evan",field_error,hit_into_play,MIA,WSH,5,R,R,4,7,MLBAM_681146
ST,"Veneziano, Anthony",field_out,hit_into_play,MIA,WSH,7,L,L,8,8,MLBAM_677588
CU,"Gomez, Miguel",strikeout,swinging_strike,MIA,WSH,8,R,R,8,9,MLBAM_691594
FF,"Bachar, Lake",walk,ball,MIA,WSH,8,R,R,8,9,MLBAM_691002
,"Megill, Trevor",field_out,hit_into_play,MIL,SEA,4,R,R,7,3,MLBAM_669208
,"Kitchen, Austin",field_out,hit_into_play,MIL,SEA,3,L,L,2,3,MLBAM_592885
,"Lao, Sauryn",single,hit_into_play,MIL,SEA,8,R,R,7,5,MLBAM_687521
SI,"Foley, Jason",single,hit_into_play,NYY,DET,7,R,R,7,2,MLBAM_702068
SI,"Funderburk, Kody",walk,ball,MIN,PHI,7,R,L,0,4,MLBAM_671083
FF,"Jax, Griffin",single,hit_into_play,MIN,PHI,5,L,R,0,4,MLBAM_669016
FC,"Padilla, Nicholas",single,hit_into_play,MIN,PHI,5,L,R,0,4,MLBAM_670242
FF,"Alcala, Jorge",strikeout,swinging_strike,MIN,PHI,6,R,R,0,4,MLBAM_668721
SI,"Aoyagi, Koyo",strikeout,called_strike,MIN,PHI,7,R,R,0,4,MLBAM_664056
,"Sale, Chris",field_out,hit_into_play,ATL,TB,1,L,L,0,0,MLBAM_664040
SI,"Webb, Logan",field_out,hit_into_play,COL,SF,1,R,R,0,1,MLBAM_678662
,"Severino, Luis",walk,ball,ATH,CWS,1,R,R,0,0,MLBAM_672820
,"Peluse, Colin",single,hit_into_play,ATH,CWS,5,L,R,1,5,MLBAM_703151
,"Ginn, J.T.",single,hit_into_play,ATH,CWS,4,L,R,1,2,MLBAM_691019
,"White, Owen",field_out,hit_into_play,ATH,CWS,7,R,R,3,8,MLBAM_640902
,"Leasure, Jordan",single,hit_into_play,ATH,CWS,9,L,R,3,10,MLBAM_669722
CU,"Liberatore, Matthew",field_out,hit_into_play,NYM,STL,6,R,L,6,0,MLBAM_620443
SL,"Fernandez, Ryan",field_out,hit_into_play,NYM,STL,5,L,R,4,0,MLBAM_608385
FS,"McLoughlin, Trey",strikeout,swinging_strike,NYM,STL,9,L,R,8,0,MLBAM_693409
,"Herget, Jimmy",single,hit_into_play,LAA,COL,5,L,R,1,3,MLBAM_676116
,"Bummer, Aaron",field_out,hit_into_play,ATL,TB,7,L,L,3,4,MLBAM_802415
SL,"Johnson, Seth",field_out,hit_into_play,MIN,PHI,1,R,R,0,0,MLBAM_621043
,"Seabold, Connor",double,hit_into_play,ATL,TB,6,R,R,2,4,MLBAM_542303
SI,"Zuñiga, Guillo",hit_by_pitch,hit_by_pitch,MIN,PHI,8,R,R,0,4,MLBAM_682616
FF,"Kahnle, Tommy",field_out,hit_into_play,NYY,DET,6,L,R,7,2,MLBAM_678391
FF,"Burns, Tanner",double,hit_into_play,KC,CLE,5,L,R,0,3,MLBAM_624415
FC,"Schreiber, John",single,hit_into_play,KC,CLE,7,L,R,0,3,MLBAM_686798
FF,"Rangel, Alan",walk,ball,MIN,PHI,3,R,R,0,4,MLBAM_664056
FF,"López, Pablo",strikeout,swinging_strike,MIN,PHI,1,L,R,0,0,MLBAM_681082
,"Holub, Blake",field_out,hit_into_play,MIL,SEA,9,L,R,7,5,MLBAM_670156
FF,"Leftwich, Jack",single,hit_into_play,CLE,CHC,7,L,R,4,4,MLBAM_675628
SL,"Gaddis, Hunter",field_out,hit_into_play,CLE,CHC,5,L,R,4,2,MLBAM_660644
,"Lawrence, Casey",home_run,hit_into_play,MIL,SEA,1,L,R,0,3,MLBAM_592885
ST,"Imanaga, Shota",strikeout,swinging_strike,CLE,CHC,1,R,L,0,0,MLBAM_608070
,"Vargas, Luis",double,hit_into_play,ATL,TB,4,R,R,2,2,MLBAM_700246
SI,"Driver, Jay",field_out,hit_into_play,CLE,CHC,6,R,R,4,4,MLBAM_681047
,"Bigge, Hunter",field_out,hit_into_play,ATL,TB,4,R,R,2,4,MLBAM_650559
FF,"Hernandez, Nick",walk,ball,TOR,HOU,6,L,R,1,3,MLBAM_665926
ST,"Weiman, Blake",walk,ball,TOR,HOU,7,R,L,5,3,MLBAM_623993
FF,"Bloss, Jake",strikeout,called_strike,TOR,HOU,7,L,R,5,3,MLBAM_689200
,"Ingram, Kolton",field_out,hit_into_play,ATL,TB,9,R,L,3,4,MLBAM_663968
FF,"Balazovic, Jordan",field_out,hit_into_play,NYY,DET,8,R,R,10,2,MLBAM_676205
SI,"Whorff, Jarret",field_out,hit_into_play,MIN,PHI,9,R,R,0,4,MLBAM_671083
,"Silseth, Chase",strikeout,called_strike,LAA,COL,1,L,R,0,0,MLBAM_605361
SI,"Ogando, Gerald",strikeout,swinging_strike,PIT,BAL,9,R,R,3,6,MLBAM_641511
FF,"Keller, Mitch",strikeout,swinging_strike,PIT,BAL,1,L,R,0,0,MLBAM_702616
SI,"King, Michael",walk,ball,SD,CIN,1,L,R,0,0,MLBAM_670770
CU,"Chirino, Harold",field_out,hit_into_play,SD,CIN,9,R,R,3,9,MLBAM_703150
FF,"Rainey, Tanner",strikeout,swinging_strike,PIT,BAL,9,R,R,3,6,MLBAM_682983
FF,"Gose, Anthony",field_out,hit_into_play,NYM,STL,6,L,L,6,0,MLBAM_672279
FS,"Yamamoto, Yoshinobu",strikeout,swinging_strike,LAD,AZ,1,L,R,0,0,MLBAM_682998
SI,"Chafin, Andrew",walk,ball,NYY,DET,5,R,L,5,2,MLBAM_592450
CH,"Balazovic, Jordan",home_run,hit_into_play,NYY,DET,8,L,R,9,2,MLBAM_683061
,"Yoho, Craig",field_out,hit_into_play,MIL,SEA,5,L,R,7,3,MLBAM_680709
SL,"Blanchard, Jason",field_out,hit_into_play,SD,CIN,3,R,L,0,3,MLBAM_600869
,"Pomeranz, Drew",field_out,hit_into_play,MIL,SEA,7,R,L,7,5,MLBAM_686555
SI,"Padilla, Nicholas",single,hit_into_play,MIN,PHI,5,R,R,0,4,MLBAM_664056
FF,"Márquez, Germán",field_out,hit_into_play,COL,SF,1,R,R,0,0,MLBAM_682641
SL,"Castillo, Diego",strikeout,swinging_strike,COL,SF,9,R,R,2,8,MLBAM_800765
CH,"Devenski, Chris",strikeout,called_strike,NYM,STL,7,R,R,6,0,MLBAM_663609
,"Wilson, Bryse",single,hit_into_play,ATH,CWS,4,R,R,1,4,MLBAM_609280
,"Leasure, Jordan",field_out,hit_into_play,ATH,CWS,9,R,R,3,10,MLBAM_683494
,"Senzatela, Antonio",strikeout,called_strike,LAA,COL,1,R,R,0,0,MLBAM_621493
SL,"Granillo, Andre",strikeout,swinging_strike,NYM,STL,7,R,R,8,0,MLBAM_656883
,"Englert, Mason",strikeout,swinging_strike_blocked,ATL,TB,9,L,R,3,4,MLBAM_802117
,"López, Jorge",strikeout,swinging_strike,WSH,MIA,5,R,R,3,5,MLBAM_676572
,"Quantrill, Cal",field_out,hit_into_play,WSH,MIA,1,R,R,0,1,MLBAM_686611
,"Weigel, Patrick",strikeout,swinging_strike,WSH,MIA,7,L,R,4,9,MLBAM_691788
,"Boyle, Joe",strikeout,swinging_strike,ATL,TB,1,L,R,0,0,MLBAM_645277
SI,"Noriega, Cruz",field_out,hit_into_play,KC,CLE,9,L,R,2,5,MLBAM_686798
FF,"Hickman, Mason",strikeout,swinging_strike,CLE,CHC,8,R,R,4,6,MLBAM_702333
SI,"Bird, Jake",sac_fly,hit_into_play,COL,SF,3,R,R,1,3,MLBAM_669477
,"Soriano, George",strikeout,swinging_strike,WSH,MIA,6,L,R,4,9,MLBAM_695578
FF,"Wicks, Jordan",field_out,hit_into_play,CLE,CHC,5,R,L,4,2,MLBAM_608070
,"Adon, Joan",field_out,hit_into_play,WSH,MIA,8,L,R,5,10,MLBAM_687859
FC,"Jacobs, Zach",field_out,hit_into_play,CLE,CHC,4,R,R,4,2,MLBAM_675085
SI,"Green, Chad",field_out,hit_into_play,TOR,HOU,5,R,R,1,3,MLBAM_676694
,"Santos, Gregory",single,hit_into_play,MIL,SEA,4,R,R,7,3,MLBAM_655316
FS,"Cruz, Fernando",strikeout,called_strike,NYY,DET,8,L,R,9,2,MLBAM_690291
,"Ogasawara, Shinnosuke",field_out,hit_into_play,WSH,MIA,1,R,L,0,0,MLBAM_672640
,"Detmers, Reid",field_out,hit_into_play,LAA,COL,6,R,L,2,3,MLBAM_656248
,"Palmquist, Carson",home_run,hit_into_play,LAA,COL,7,R,L,3,3,MLBAM_677347
FF,"Adam, Jason",walk,ball,SD,CIN,6,L,R,2,3,MLBAM_641584
FF,"Benjamin, Wes",field_out,hit_into_play,SD,CIN,4,L,L,0,3,MLBAM_641584
FF,"Greene, Hunter",field_out,hit_into_play,SD,CIN,1,L,R,0,3,MLBAM_650333
FF,"Torres Jr., Lenny",field_out,hit_into_play,SD,CIN,7,L,R,2,7,MLBAM_672359
FF,"Maxwell, Zach",single,hit_into_play,SD,CIN,6,L,R,2,5,MLBAM_642180
CU,"Wynne, Randy",field_out,hit_into_play,SD,CIN,9,L,R,3,9,MLBAM_670148
CU,"Routzahn, Ethan",field_out,hit_into_play,SD,CIN,6,R,R,2,5,MLBAM_680574
FF,"Dreyer, Jack",field_out,hit_into_play,LAD,AZ,6,L,L,5,2,MLBAM_656976
CH,"Vesia, Alex",field_out,hit_into_play,LAD,AZ,7,R,L,5,2,MLBAM_545121
