pitch_type,pitcher_name,events,description,home_team,away_team,inning,stand,p_throws,home_score,away_score,batter_name
,"Sulser, Cole",strikeout,swinging_strike,TB,MIN,6,L,R,5,8,MLBAM_663616
FS,"Rodríguez, Yariel",strikeout,swinging_strike,NYY,TOR,1,L,R,2,0,MLBAM_663757
SI,"Sánchez, Cristopher",sac_bunt,hit_into_play,PIT,PHI,3,L,L,0,1,MLBAM_641943
,"Guerrero, Luis",strikeout,swinging_strike,BOS,MIA,6,R,R,11,2,MLBAM_691594
,"Roa, Christian",strikeout,swinging_strike,BOS,MIA,8,L,R,20,2,MLBAM_687208
SL,"González, Victor",strikeout,called_strike,KC,LAA,4,R,L,6,2,MLBAM_686894
,"Blackburn, Paul",field_out,hit_into_play,WSH,NYM,2,R,R,0,0,MLBAM_669743
ST,"Diekman, Jake",double,hit_into_play,MIN,ATL,6,R,L,7,1,MLBAM_650489
FF,"Robberse, Sem",field_out,hit_into_play,STL,HOU,8,L,R,6,4,MLBAM_813896
SI,"Sánchez, Cristopher",single,hit_into_play,PIT,PHI,3,L,L,0,1,MLBAM_678225
FC,"Fujinami, Shintaro",strikeout,called_strike,SEA,LAD,8,L,R,0,5,MLBAM_677570
SL,"Jones, Jared",walk,ball,PIT,PHI,2,L,R,0,0,MLBAM_596117
,"Laskey, Adam",home_run,hit_into_play,BOS,MIA,3,R,L,7,1,MLBAM_608324
SI,"Covey, Dylan",grounded_into_double_play,hit_into_play,MIN,ATL,8,L,R,7,1,MLBAM_686438
SI,"Bautista, Félix",field_out,hit_into_play,DET,BAL,5,R,R,9,4,MLBAM_663330
CH,"Yarbrough, Ryan",strikeout,swinging_strike,NYY,TOR,6,R,L,4,5,MLBAM_676205
KC,"Soriano, José",strikeout,swinging_strike_blocked,KC,LAA,1,R,R,2,1,MLBAM_592669
,"Cantillo, Joey",field_out,hit_into_play,ATH,CLE,2,R,L,0,6,MLBAM_649966
FF,"Mikolas, Miles",single,hit_into_play,STL,HOU,2,R,R,1,0,MLBAM_676694
,"Cabrera, Edward",strikeout,swinging_strike,BOS,MIA,1,L,R,2,0,MLBAM_666152
ST,"Blubaugh, AJ",double,hit_into_play,STL,HOU,6,R,R,3,3,MLBAM_671056
,"López, Jorge",field_out,hit_into_play,WSH,NYM,5,R,R,3,2,MLBAM_624413
SL,"Hernández, Daysbel",single,hit_into_play,MIN,ATL,5,R,R,6,1,MLBAM_668904
SL,"Rinehart, Logan",sac_fly,hit_into_play,DET,BAL,4,L,R,7,4,MLBAM_681481
,"Cruz, Yovanny",single,hit_into_play,BOS,MIA,9,L,R,20,5,MLBAM_694351
FF,"Kremer, Dean",field_out,hit_into_play,DET,BAL,2,L,R,3,4,MLBAM_656716
FS,"Sauer, Matt",field_out,hit_into_play,SEA,LAD,8,L,R,0,5,MLBAM_689041
,"Arias, Luarbert",double,hit_into_play,BOS,MIA,6,R,R,12,2,MLBAM_808265
FF,"Wrobleski, Justin",strikeout,swinging_strike,SEA,LAD,2,L,L,0,0,MLBAM_670042
,"Kranick, Max",field_out,hit_into_play,WSH,NYM,4,R,R,3,1,MLBAM_668800
,"Cecconi, Slade",single,hit_into_play,ATH,CLE,5,L,R,0,8,MLBAM_664913
FC,"Evans, Logan",home_run,hit_into_play,SEA,LAD,5,L,R,0,3,MLBAM_624424
FF,"Hancock, Emerson",strikeout,called_strike,SEA,LAD,1,R,R,0,0,MLBAM_571771
FF,"Mikolas, Miles",walk,ball,STL,HOU,2,L,R,1,0,MLBAM_605170
SI,"Zuñiga, Guillo",field_out,hit_into_play,PIT,PHI,8,R,R,3,2,MLBAM_685301
FF,"López, Reynaldo",force_out,hit_into_play,MIN,ATL,2,R,R,0,0,MLBAM_664056
,"Rooney, John",single,hit_into_play,BOS,MIA,7,R,L,15,2,MLBAM_681987
CU,"Arrighetti, Spencer",strikeout,swinging_strike,STL,HOU,1,R,R,1,0,MLBAM_571448
FF,"Diekman, Jake",strikeout,swinging_strike,MIN,ATL,6,R,L,7,1,MLBAM_665856
CU,"Stroman, Marcus",home_run,hit_into_play,NYY,TOR,2,L,R,2,0,MLBAM_664770
,"Baz, Shane",walk,ball,TB,MIN,1,R,R,0,1,MLBAM_669304
CH,"Sánchez, Cristopher",strikeout,swinging_strike,PIT,PHI,2,R,L,0,1,MLBAM_695257
CH,"Heid, Dylan",strikeout,called_strike,DET,BAL,8,L,R,11,4,MLBAM_800522
,"Roa, Christian",strikeout,called_strike,BOS,MIA,8,R,R,20,2,MLBAM_681987
FS,"Guenther, Sean",double,hit_into_play,DET,BAL,9,R,L,11,4,MLBAM_677941
SI,"Lugo, Seth",single,hit_into_play,KC,LAA,1,R,R,0,0,MLBAM_641313
,"Hickman, Mason",sac_fly,hit_into_play,ATH,CLE,8,R,R,4,12,MLBAM_691777
,"Buehler, Walker",strikeout,called_strike,BOS,MIA,2,R,R,2,0,MLBAM_546991
SI,"Yean, Eddy",single,hit_into_play,PIT,PHI,9,R,R,3,2,MLBAM_682799
FS,"Phillips, Tyler",single,hit_into_play,PIT,PHI,5,L,R,1,1,MLBAM_678225
,"Englert, Mason",field_out,hit_into_play,TB,MIN,5,L,R,5,8,MLBAM_681508
ST,"Weiman, Blake",field_out,hit_into_play,STL,HOU,8,L,L,6,4,MLBAM_663494
FF,"Rainey, Tanner",strikeout,foul_tip,PIT,PHI,6,R,R,3,2,MLBAM_805249
SL,"Nance, Tommy",single,hit_into_play,NYY,TOR,8,R,R,6,5,MLBAM_676205
,"Gaddis, Hunter",strikeout,swinging_strike,ATH,CLE,7,R,R,3,9,MLBAM_703607
,"López, Jorge",single,hit_into_play,WSH,NYM,5,R,R,3,1,MLBAM_682626
CU,"Evans, Logan",field_out,hit_into_play,SEA,LAD,5,L,R,0,3,MLBAM_669242
,"Ottavino, Adam",strikeout,swinging_strike,BOS,MIA,7,L,R,13,2,MLBAM_669065
,"Cruz, Yovanny",home_run,hit_into_play,BOS,MIA,9,R,R,20,2,MLBAM_676466
,"Festa, David",field_out,hit_into_play,TB,MIN,2,R,R,1,7,MLBAM_666624
,"Cantillo, Joey",grounded_into_double_play,hit_into_play,ATH,CLE,1,R,L,0,4,MLBAM_640902
FC,"Tyler, Kyle",field_out,hit_into_play,PIT,PHI,6,L,R,3,2,MLBAM_641943
,"Sims, Lucas",strikeout,swinging_strike,WSH,NYM,6,R,R,3,2,MLBAM_672744
,"Englert, Mason",strikeout,swinging_strike,TB,MIN,4,R,R,5,8,MLBAM_543877
,"Kranick, Max",field_out,hit_into_play,WSH,NYM,4,R,R,3,1,MLBAM_665953
SI,"Jennings, Ryan",single,hit_into_play,NYY,TOR,4,L,R,2,1,MLBAM_678391
SI,"Montero, Keider",force_out,hit_into_play,DET,BAL,1,R,R,0,1,MLBAM_691723
FF,"Schreiber, John",strikeout,called_strike,KC,LAA,5,L,R,6,2,MLBAM_660162
SL,"Rodríguez, Yariel",strikeout,swinging_strike,NYY,TOR,1,R,R,2,0,MLBAM_502671
FF,"Blewett, Scott",single,hit_into_play,MIN,ATL,9,R,R,7,1,MLBAM_676946
KC,"Soriano, José",strikeout,swinging_strike,KC,LAA,1,R,R,2,1,MLBAM_521692
,"McCaughan, Darren",walk,ball,TB,MIN,5,L,R,5,8,MLBAM_680700
CH,"Rodríguez, José",field_out,hit_into_play,SEA,LAD,9,L,R,4,6,MLBAM_689041
,"Hickman, Mason",walk,ball,ATH,CLE,8,R,R,3,12,MLBAM_672016
SL,"Scott, Tayler",strikeout,swinging_strike_blocked,STL,HOU,3,L,R,3,2,MLBAM_669357
,"Cantillo, Joey",walk,ball,ATH,CLE,1,L,L,0,4,MLBAM_664913
SV,"Stroman, Marcus",strikeout,called_strike,NYY,TOR,2,R,R,2,0,MLBAM_676391
CH,"Zuñiga, Guillo",walk,ball,PIT,PHI,8,L,R,3,2,MLBAM_621466
FC,"Sauer, Matt",strikeout,called_strike,SEA,LAD,8,L,R,0,5,MLBAM_801126
SL,"Rinehart, Logan",strikeout,swinging_strike,DET,BAL,4,R,R,7,4,MLBAM_650402
,"Guerrero, Luis",force_out,hit_into_play,BOS,MIA,6,R,R,11,2,MLBAM_546991
FC,"Bolton, Cody",strikeout,called_strike,SEA,LAD,7,R,R,0,5,MLBAM_693819
SL,"González, Victor",home_run,hit_into_play,KC,LAA,4,R,L,4,2,MLBAM_686523
FF,"Ober, Bailey",strikeout,swinging_strike,MIN,ATL,2,R,R,0,0,MLBAM_686551
,"Adams, Travis",field_out,hit_into_play,TB,MIN,7,L,R,9,8,MLBAM_803745
,"Blackburn, Paul",field_out,hit_into_play,WSH,NYM,2,L,R,0,0,MLBAM_671277
,"Morehouse, Zane",strikeout,swinging_strike,ATH,CLE,9,R,R,5,12,MLBAM_666177
,"Brazobán, Huascar",strikeout,called_strike,WSH,NYM,6,R,R,3,4,MLBAM_668800
ST,"Medina, Adonis",field_out,hit_into_play,SEA,LAD,9,L,R,0,6,MLBAM_676439
,"Hoglund, Gunnar",double,hit_into_play,ATH,CLE,8,L,R,3,9,MLBAM_683953
,"Williams, Trevor",field_out,hit_into_play,WSH,NYM,2,L,R,0,0,MLBAM_643446
,"Moore, Matt",grounded_into_double_play,hit_into_play,BOS,MIA,8,L,L,17,2,MLBAM_687859
,"Laskey, Adam",double,hit_into_play,BOS,MIA,3,L,L,5,1,MLBAM_680776
FF,"Mize, Casey",field_out,hit_into_play,DET,BAL,5,L,R,8,4,MLBAM_677008
,"Devenski, Chris",field_out,hit_into_play,WSH,NYM,5,R,R,3,2,MLBAM_657557
,"Kranick, Max",double,hit_into_play,WSH,NYM,4,R,R,3,1,MLBAM_669743
,"Bido, Osvaldo",field_out,hit_into_play,ATH,CLE,1,R,R,0,4,MLBAM_671286
FF,"Weiman, Blake",field_out,hit_into_play,STL,HOU,8,R,L,6,4,MLBAM_692405
,"Cruz, Yovanny",strikeout,swinging_strike,BOS,MIA,9,L,R,20,2,MLBAM_687210
,"Sulser, Cole",field_out,hit_into_play,TB,MIN,6,R,R,5,8,MLBAM_621439
FS,"Bautista, Félix",strikeout,swinging_strike,DET,BAL,5,L,R,9,4,MLBAM_805808
,"Blackburn, Paul",walk,ball,WSH,NYM,2,R,R,0,0,MLBAM_657557
FF,"Blubaugh, AJ",walk,ball,STL,HOU,6,L,R,3,3,MLBAM_676475
FF,"Reyzelman, Eric",single,hit_into_play,NYY,TOR,5,R,R,3,2,MLBAM_677870
,"Whitlock, Garrett",field_out,hit_into_play,BOS,MIA,4,R,R,9,2,MLBAM_691185
FF,"Kremer, Dean",home_run,hit_into_play,DET,BAL,2,R,R,2,4,MLBAM_679529
,"Maldonado, Anthony",strikeout,swinging_strike,ATH,CLE,9,L,R,5,12,MLBAM_814806
FC,"Fujinami, Shintaro",walk,ball,SEA,LAD,8,L,R,0,5,MLBAM_687221
SL,"González, Victor",single,hit_into_play,KC,LAA,4,R,L,3,2,MLBAM_686475
FC,"Young, Brandon",walk,ball,DET,BAL,6,L,R,11,4,MLBAM_800522
,"Buehler, Walker",single,hit_into_play,BOS,MIA,2,R,R,2,0,MLBAM_676572
,"Shook, TJ",field_out,hit_into_play,WSH,NYM,8,R,R,4,4,MLBAM_665953
CU,"Brewer, Colten",field_out,hit_into_play,NYY,TOR,6,R,R,3,5,MLBAM_691437
,"López, Jorge",walk,ball,WSH,NYM,5,L,R,3,1,MLBAM_596019
,"Moore, Matt",single,hit_into_play,BOS,MIA,8,R,L,17,2,MLBAM_682927
CU,"Jennings, Ryan",walk,blocked_ball,NYY,TOR,4,R,R,2,1,MLBAM_672724
SI,"Foley, Jason",strikeout,swinging_strike,DET,BAL,8,R,R,11,4,MLBAM_668974
FC,"Juenger, Hayden",double,hit_into_play,NYY,TOR,9,R,R,6,7,MLBAM_702068
CH,"Yarbrough, Ryan",single,hit_into_play,NYY,TOR,6,R,L,4,5,MLBAM_683679
,"Gerber, Joey",field_out,hit_into_play,TB,MIN,9,R,R,9,9,MLBAM_678323
SL,"Sánchez, Cristopher",field_out,hit_into_play,PIT,PHI,2,L,L,0,1,MLBAM_624428
FF,"Velasquez, Luis",field_out,hit_into_play,NYY,TOR,5,L,R,3,5,MLBAM_623168
SL,"Hernández, Daysbel",field_out,hit_into_play,MIN,ATL,5,R,R,5,1,MLBAM_664034
CU,"Ruffcorn, Jason",strikeout,swinging_strike,SEA,LAD,3,R,R,0,3,MLBAM_605131
FF,"Hancock, Emerson",strikeout,called_strike,SEA,LAD,1,R,R,0,0,MLBAM_606192
,"Reifert, Evan",strikeout,swinging_strike,WSH,NYM,7,L,R,4,4,MLBAM_676724
ST,"Robberse, Sem",strikeout,swinging_strike,STL,HOU,7,R,R,5,4,MLBAM_665846
,"Laskey, Adam",walk,ball,BOS,MIA,3,R,L,5,1,MLBAM_572204
SL,"Ynoa, Huascar",strikeout,swinging_strike,MIN,ATL,8,R,R,7,1,MLBAM_687248
,"Acosta, Daison",field_out,hit_into_play,WSH,NYM,9,L,R,4,4,MLBAM_683146
,"Bido, Osvaldo",triple,hit_into_play,ATH,CLE,1,L,R,0,3,MLBAM_682657
CU,"Mikolas, Miles",field_out,hit_into_play,STL,HOU,1,R,R,0,0,MLBAM_665161
FF,"Anderson, Ryan",force_out,hit_into_play,NYY,TOR,9,R,L,6,5,MLBAM_805796
,"Cusick, Ryan",strikeout,swinging_strike,ATH,CLE,6,L,R,3,8,MLBAM_675455
FF,"Harvey, Hunter",force_out,hit_into_play,KC,LAA,4,R,R,2,2,MLBAM_621493
,"Devenski, Chris",field_out,hit_into_play,WSH,NYM,5,L,R,3,2,MLBAM_663993
,"Roa, Christian",double,hit_into_play,BOS,MIA,8,L,R,19,2,MLBAM_666165
,"Festa, David",field_out,hit_into_play,TB,MIN,2,L,R,1,7,MLBAM_680700
FF,"Montero, Keider",single,hit_into_play,DET,BAL,1,L,R,0,0,MLBAM_677008
SI,"Soriano, José",field_out,hit_into_play,KC,LAA,1,L,R,2,1,MLBAM_686469
,"Cabrera, Edward",home_run,hit_into_play,BOS,MIA,1,R,R,0,0,MLBAM_596115
SL,"Nance, Tommy",field_out,hit_into_play,NYY,TOR,8,R,R,6,5,MLBAM_683679
,"Bido, Osvaldo",double,hit_into_play,ATH,CLE,1,R,R,0,2,MLBAM_595978
FF,"Anderson, Nick",strikeout,swinging_strike,STL,HOU,6,R,R,3,3,MLBAM_701305
SI,"González, Victor",walk,ball,KC,LAA,4,R,L,3,2,MLBAM_671221
,"Bachar, Lake",strikeout,swinging_strike,BOS,MIA,4,L,R,10,2,MLBAM_647351
FF,"Fisher, Braydon",field_out,hit_into_play,NYY,TOR,5,R,R,3,5,MLBAM_502671
SI,"Arias, Michael",field_out,hit_into_play,NYY,TOR,7,R,R,4,5,MLBAM_675662
FF,"Jones, Jared",field_out,hit_into_play,PIT,PHI,1,R,R,0,0,MLBAM_624641
,"Sewald, Paul",field_out,hit_into_play,ATH,CLE,4,L,R,0,8,MLBAM_668832
FF,"Guenther, Sean",single,hit_into_play,DET,BAL,9,R,L,11,4,MLBAM_663662
FC,"Juenger, Hayden",strikeout,swinging_strike,NYY,TOR,9,R,R,6,7,MLBAM_677592
CH,"Aldegheri, Sam",strikeout,called_strike,KC,LAA,5,R,L,8,2,MLBAM_671221
CH,"Ober, Bailey",field_out,hit_into_play,MIN,ATL,1,R,R,0,0,MLBAM_642201
FF,"Rodríguez, José",strikeout,called_strike,SEA,LAD,9,L,R,4,6,MLBAM_801126
FF,"Alcala, Jorge",field_out,hit_into_play,MIN,ATL,7,L,R,7,1,MLBAM_687862
SI,"Bolton, Cody",force_out,hit_into_play,SEA,LAD,7,L,R,0,4,MLBAM_669899
SL,"Tyler, Kyle",double,hit_into_play,PIT,PHI,6,R,R,3,2,MLBAM_685301
FF,"López, Reynaldo",fielders_choice,hit_into_play,MIN,ATL,2,R,R,0,0,MLBAM_668904
SV,"Lugo, Seth",strikeout,swinging_strike,KC,LAA,1,R,R,0,0,MLBAM_518595
FF,"Pestana, Leonardo",field_out,hit_into_play,NYY,TOR,8,L,R,4,5,MLBAM_805268
SI,"Covey, Dylan",single,hit_into_play,MIN,ATL,8,R,R,7,1,MLBAM_676812
,"Whitlock, Garrett",field_out,hit_into_play,BOS,MIA,4,R,R,9,1,MLBAM_691594
,"Rooney, John",field_out,hit_into_play,BOS,MIA,7,L,L,15,2,MLBAM_666165
ST,"Diekman, Jake",field_out,hit_into_play,MIN,ATL,6,L,L,7,1,MLBAM_670242
,"Ferguson, Tyler",field_out,hit_into_play,ATH,CLE,5,R,R,0,8,MLBAM_671286
CU,"Evans, Logan",strikeout,swinging_strike,SEA,LAD,5,L,R,0,3,MLBAM_808975
SI,"Scott, Tayler",home_run,hit_into_play,STL,HOU,3,R,R,1,2,MLBAM_671056
,"McCaughan, Darren",single,hit_into_play,TB,MIN,5,R,R,5,8,MLBAM_676609
SL,"Velasquez, Luis",single,hit_into_play,NYY,TOR,5,L,R,3,4,MLBAM_694388
CH,"Yean, Eddy",field_out,hit_into_play,PIT,PHI,9,L,R,3,2,MLBAM_681159
FF,"Arrighetti, Spencer",single,hit_into_play,STL,HOU,1,L,R,0,0,MLBAM_663457
,"Arias, Luarbert",walk,ball,BOS,MIA,6,L,R,12,2,MLBAM_687208
FF,"Brewer, Colten",field_out,hit_into_play,NYY,TOR,6,L,R,3,5,MLBAM_672642
,"Adams, Travis",field_out,hit_into_play,TB,MIN,7,R,R,9,8,MLBAM_700246
,"Festa, David",field_out,hit_into_play,TB,MIN,1,R,R,1,4,MLBAM_676609
SL,"Santana, Dennis",field_out,hit_into_play,PIT,PHI,5,R,R,1,1,MLBAM_679032
,"Maldonado, Anthony",strikeout,swinging_strike,ATH,CLE,9,R,R,5,12,MLBAM_806210
FS,"Kremer, Dean",strikeout,swinging_strike,DET,BAL,1,L,R,2,4,MLBAM_690993
,"Sulser, Cole",strikeout,called_strike,TB,MIN,5,R,R,5,8,MLBAM_621043
SL,"Covey, Dylan",field_out,hit_into_play,MIN,ATL,8,R,R,7,1,MLBAM_693850
SI,"Phillips, Tyler",grounded_into_double_play,hit_into_play,PIT,PHI,4,R,R,1,1,MLBAM_695257
,"Williams, Trevor",field_out,hit_into_play,WSH,NYM,2,R,R,0,0,MLBAM_668901
SI,"Sánchez, Cristopher",field_out,hit_into_play,PIT,PHI,2,R,L,0,1,MLBAM_680779
,"Hoglund, Gunnar",strikeout,swinging_strike,ATH,CLE,7,R,R,3,9,MLBAM_806210
FF,"Hernández, Daysbel",double,hit_into_play,MIN,ATL,5,L,R,5,1,MLBAM_650489
FF,"Wrobleski, Justin",field_out,hit_into_play,SEA,LAD,2,R,L,0,0,MLBAM_593871
,"Baz, Shane",hit_by_pitch,hit_by_pitch,TB,MIN,1,L,R,0,0,MLBAM_663616
,"Gerber, Joey",field_out,hit_into_play,TB,MIN,9,R,R,9,8,MLBAM_670867
,"Cruz, Yovanny",field_out,hit_into_play,BOS,MIA,9,L,R,20,2,MLBAM_691788
FF,"Mize, Casey",walk,ball,DET,BAL,5,L,R,8,4,MLBAM_656811
SI,"Yarbrough, Ryan",double,hit_into_play,NYY,TOR,6,R,L,3,5,MLBAM_683061
SL,"Rainey, Tanner",strikeout,swinging_strike,PIT,PHI,6,L,R,3,2,MLBAM_670276
,"Whorff, Jarret",field_out,hit_into_play,TB,MIN,3,R,R,5,8,MLBAM_643376
SI,"Medina, Adonis",force_out,hit_into_play,SEA,LAD,9,L,R,0,5,MLBAM_683006
SI,"Ober, Bailey",single,hit_into_play,MIN,ATL,1,R,R,0,0,MLBAM_643265
SL,"Fernandez, Ryan",field_out,hit_into_play,STL,HOU,5,L,R,3,2,MLBAM_670541
SL,"Scott, Tayler",single,hit_into_play,STL,HOU,3,L,R,1,2,MLBAM_676475
,"Slaten, Justin",single,hit_into_play,BOS,MIA,5,R,R,10,2,MLBAM_656537
FC,"Stroman, Marcus",field_out,hit_into_play,NYY,TOR,2,L,R,2,0,MLBAM_623168
CH,"Mikolas, Miles",force_out,hit_into_play,STL,HOU,1,L,R,0,0,MLBAM_592325
FF,"Anderson, Ryan",walk,ball,NYY,TOR,9,R,L,6,5,MLBAM_675662
FF,"Pestana, Leonardo",walk,ball,NYY,TOR,8,R,R,4,5,MLBAM_691437
SL,"Heid, Dylan",walk,blocked_ball,DET,BAL,8,R,R,11,4,MLBAM_669234
SL,"Rodríguez, Yariel",home_run,hit_into_play,NYY,TOR,1,L,R,1,0,MLBAM_641355
,"Cecconi, Slade",single,hit_into_play,ATH,CLE,5,R,R,0,8,MLBAM_609280
SL,"Harvey, Hunter",single,hit_into_play,KC,LAA,4,L,R,2,2,MLBAM_703185
CU,"Tyler, Kyle",strikeout,swinging_strike,PIT,PHI,6,L,R,3,2,MLBAM_621466
,"Sims, Lucas",single,hit_into_play,WSH,NYM,6,R,R,3,2,MLBAM_621438
FF,"Harper, Daniel",field_out,hit_into_play,PIT,PHI,5,R,R,3,1,MLBAM_680779
SL,"Yean, Eddy",field_out,hit_into_play,PIT,PHI,9,L,R,3,2,MLBAM_691001
,"Flynn, Michael",truncated_pa,called_strike,TB,MIN,8,R,R,9,8,MLBAM_806368
ST,"Jax, Griffin",field_out,hit_into_play,MIN,ATL,5,R,R,5,1,MLBAM_643265
,"Bido, Osvaldo",strikeout,swinging_strike,ATH,CLE,1,R,R,0,2,MLBAM_672356
,"Gerber, Joey",force_out,hit_into_play,TB,MIN,9,L,R,9,8,MLBAM_680868
,"Roa, Christian",single,hit_into_play,BOS,MIA,8,R,R,19,2,MLBAM_687093
SI,"Bolton, Cody",walk,ball,SEA,LAD,7,R,R,0,4,MLBAM_623520
,"Gaddis, Hunter",strikeout,swinging_strike,ATH,CLE,7,R,R,3,9,MLBAM_680862
SL,"Fernandez, Ryan",strikeout,swinging_strike,STL,HOU,5,R,R,3,2,MLBAM_514888
,"Sewald, Paul",field_out,hit_into_play,ATH,CLE,4,R,R,0,8,MLBAM_687231
,"Ottavino, Adam",field_out,hit_into_play,BOS,MIA,7,L,R,13,2,MLBAM_691788
,"Laskey, Adam",strikeout,swinging_strike,BOS,MIA,3,R,L,5,1,MLBAM_647351
,"Guerrero, Luis",walk,ball,BOS,MIA,6,R,R,11,2,MLBAM_676572
,"Englert, Mason",strikeout,swinging_strike,TB,MIN,4,R,R,5,8,MLBAM_669304
,"Cabrera, Edward",field_out,hit_into_play,BOS,MIA,1,L,R,0,0,MLBAM_807799
SL,"Zerpa, Angel",strikeout,swinging_strike,KC,LAA,6,L,L,8,2,MLBAM_703185
,"Roa, Christian",force_out,hit_into_play,BOS,MIA,8,L,R,18,2,MLBAM_681468
,"Baz, Shane",walk,ball,TB,MIN,1,R,R,0,0,MLBAM_621439
CH,"Arias, Michael",hit_by_pitch,hit_by_pitch,NYY,TOR,7,L,R,4,5,MLBAM_702176
FF,"Rinehart, Logan",single,hit_into_play,DET,BAL,4,L,R,6,4,MLBAM_682985
SI,"Soriano, José",home_run,hit_into_play,KC,LAA,1,R,R,0,1,MLBAM_677951
,"Gerber, Joey",field_error,hit_into_play,TB,MIN,9,R,R,9,8,MLBAM_696160
,"Morehouse, Zane",force_out,hit_into_play,ATH,CLE,9,L,R,5,12,MLBAM_668832
FF,"Sauer, Matt",strikeout,foul_tip,SEA,LAD,7,R,R,0,5,MLBAM_814791
FF,"López, Reynaldo",single,hit_into_play,MIN,ATL,2,R,R,0,0,MLBAM_664034
,"Cantillo, Joey",double,hit_into_play,ATH,CLE,1,R,L,0,4,MLBAM_609280
,"Otañez, Michel",strikeout,swinging_strike,ATH,CLE,4,R,R,0,8,MLBAM_678877
SI,"Covey, Dylan",grounded_into_double_play,hit_into_play,MIN,ATL,7,R,R,7,1,MLBAM_668791
,"Brazobán, Huascar",walk,ball,WSH,NYM,6,R,R,3,4,MLBAM_665953
CU,"Nance, Tommy",strikeout,swinging_strike_blocked,NYY,TOR,8,L,R,6,5,MLBAM_683061
SL,"Foley, Jason",single,hit_into_play,DET,BAL,8,L,R,11,4,MLBAM_677008
,"Brentz, Jake",field_out,hit_into_play,TB,MIN,3,R,L,1,8,MLBAM_621439
,"Hickman, Mason",walk,ball,ATH,CLE,8,R,R,3,12,MLBAM_687515
CU,"Phillips, Tyler",single,hit_into_play,PIT,PHI,4,L,R,0,1,MLBAM_624428
FF,"Young, Brandon",single,hit_into_play,DET,BAL,6,R,R,11,4,MLBAM_669234
FF,"Montero, Keider",strikeout,called_strike,DET,BAL,1,L,R,0,0,MLBAM_656811
CH,"Robberse, Sem",grounded_into_double_play,hit_into_play,STL,HOU,7,L,R,5,4,MLBAM_663967
,"Veneziano, Anthony",strikeout,swinging_strike,BOS,MIA,5,R,L,11,2,MLBAM_596115
CH,"Anderson, Nick",grounded_into_double_play,hit_into_play,STL,HOU,6,L,R,3,3,MLBAM_605170
FF,"Wrobleski, Justin",field_out,hit_into_play,SEA,LAD,1,R,L,0,0,MLBAM_663728
,"Adams, Travis",field_out,hit_into_play,TB,MIN,7,R,R,9,8,MLBAM_700652
,"Flynn, Michael",field_out,hit_into_play,TB,MIN,8,R,R,9,8,MLBAM_805346
,"Cusick, Ryan",strikeout,swinging_strike,ATH,CLE,6,L,R,3,8,MLBAM_690984
,"Orze, Eric",strikeout,swinging_strike,TB,MIN,7,R,R,6,8,MLBAM_668885
FC,"Schreiber, John",field_out,hit_into_play,KC,LAA,5,L,R,6,2,MLBAM_694384
FF,"Weiman, Blake",field_out,hit_into_play,STL,HOU,8,R,L,6,4,MLBAM_676480
,"Hernandez, Allan",field_out,hit_into_play,ATH,CLE,5,L,R,3,8,MLBAM_668832
FF,"Harvey, Hunter",strikeout,called_strike,KC,LAA,4,R,R,2,2,MLBAM_695681
FF,"Blewett, Scott",single,hit_into_play,MIN,ATL,9,L,R,7,1,MLBAM_677578
FF,"Ramírez, Yohan",grounded_into_double_play,hit_into_play,PIT,PHI,4,L,R,0,1,MLBAM_687282
,"Rooney, John",double,hit_into_play,BOS,MIA,7,R,L,13,2,MLBAM_687093
,"Blackburn, Paul",field_out,hit_into_play,WSH,NYM,1,L,R,0,0,MLBAM_663993
FF,"Fujinami, Shintaro",hit_by_pitch,hit_by_pitch,SEA,LAD,8,R,R,0,5,MLBAM_805891
,"Moore, Matt",strikeout,called_strike,BOS,MIA,8,R,L,17,2,MLBAM_810891
,"McCaughan, Darren",strikeout,called_strike,TB,MIN,5,L,R,5,8,MLBAM_666018
,"Slaten, Justin",strikeout,called_strike,BOS,MIA,5,L,R,10,2,MLBAM_669065
,"Hoglund, Gunnar",single,hit_into_play,ATH,CLE,7,R,R,3,9,MLBAM_695612
,"Roa, Christian",hit_by_pitch,hit_by_pitch,BOS,MIA,8,R,R,18,2,MLBAM_656627
CH,"Ober, Bailey",single,hit_into_play,MIN,ATL,1,L,R,0,0,MLBAM_686948
FF,"Diekman, Jake",strikeout,swinging_strike,MIN,ATL,5,R,L,7,1,MLBAM_672373
SL,"Hernández, Daysbel",single,hit_into_play,MIN,ATL,5,R,R,5,1,MLBAM_680777
,"Morehouse, Zane",single,hit_into_play,ATH,CLE,9,R,R,5,12,MLBAM_695720
,"Shook, TJ",walk,ball,WSH,NYM,8,R,R,4,4,MLBAM_660766
FF,"Ynoa, Huascar",strikeout,called_strike,MIN,ATL,8,L,R,7,1,MLBAM_685298
CU,"Alcala, Jorge",field_out,hit_into_play,MIN,ATL,7,L,R,7,1,MLBAM_701158
SL,"Fisher, Braydon",field_out,hit_into_play,NYY,TOR,5,L,R,3,5,MLBAM_641355
,"Buehler, Walker",single,hit_into_play,BOS,MIA,2,L,R,2,0,MLBAM_688363
CU,"Gomez, Michael",field_out,hit_into_play,STL,HOU,9,R,R,6,4,MLBAM_805672
FC,"Stroman, Marcus",field_out,hit_into_play,NYY,TOR,1,L,R,0,0,MLBAM_694388
